FALSE##,Pirates of the Caribbean: On Stranger Tides##,380000000##,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]##",http://disney.go.com/pirates/index-on-stranger-tides.html#/video/##,1865##,tt1298650##,en##,Pirates of the Caribbean: On Stranger Tides##,"Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love -- or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past.##",27.88772##,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Jerry Bruckheimer Films', 'id': 130}, {'name': 'Moving Picture Company (MPC)', 'id': 20478}]##","[{'iso_3166_1': 'US', 'name': 'United States of America'}]##",2011-05-14##,1045713802##,136##,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'EspaГ±ol'}]##",Released##,Live Forever Or Die Trying.##,FALSE##,6.4##,5068
FALSE##,Kill Bill: Vol. 1##,30000000##,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]##",http://www.miramax.com/movie/kill-bill-volume-1/##,24##,tt0266697##,en##,Kill Bill: Vol. 1##,"An assassin is shot at the altar by her ruthless employer, Bill and other members of their assassination circle - but 'The Bride' lives to plot her vengeance. Setting out for some payback, she makes a death list and hunts down those who wronged her, saving Bill for last.##",25.261865##,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'A Band Apart', 'id': 59}, {'name': 'Super Cool ManChu', 'id': 39121}]##","[{'iso_3166_1': 'US', 'name': 'United States of America'}]##",2003-10-10##,180949000##,111##,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ja', 'name': '?Ґжњ¬иЄ?}, {'iso_639_1': 'fr', 'name': 'FranГ§ais'}]##",Released##,Go for the kill.##,FALSE##,7.7##,5091
FALSE##,300##,65000000##,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10752, 'name': 'War'}]##",http://300themovie.warnerbros.com##,1271##,tt0416449##,en##,300##,"Based on Frank Miller's graphic novel, ""300"" is very loosely based the 480 B.C. Battle of Thermopylae, where the King of Sparta led his army against the advancing Persians; the battle is said to have inspired all of Greece to band together against the Persians, and helped usher in the world's first democracy.##",18.108408##,"[{'name': 'Virtual Studios', 'id': 449}, {'name': 'Legendary Pictures', 'id': 923}, {'name': 'Hollywood Gang Productions', 'id': 2994}, {'name': 'Atmosphere Entertainment MM', 'id': 2995}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Nimar Studios', 'id': 7636}, {'name': 'Cruel and Unusual Films', 'id': 78685}]##","[{'iso_3166_1': 'US', 'name': 'United States of America'}]##",2006-12-09##,422610419##,117##,"[{'iso_639_1': 'en', 'name': 'English'}]##",Released##,Spartans, prepare for glory!##,FALSE##,7##,5092
FALSE##,Rogue One: A Star Wars Story##,200000000##,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]##",http://www.starwars.com/films/rogue-one##,330459##,tt3748528##,en##,Rogue One: A Star Wars Story##,A rogue band of resistance fighters unite for a mission to steal the Death Star plans and bring a new hope to the galaxy.##,36.567575##,"[{'name': 'Lucasfilm', 'id': 1}, {'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Allison Shearmur Productions', 'id': 47706}, {'name': 'Black Hangar Studios', 'id': 68738}, {'name': 'Stereo D', 'id': 86561}]##","[{'iso_3166_1': 'US', 'name': 'United States of America'}]##",2016-12-14##,1056057273##,133##,"[{'iso_639_1': 'en', 'name': 'English'}]##",Released##,A Rebellion Built on Hope##,FALSE##,7.4##,5111
FALSE##,Saving Private Ryan##,70000000##,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]##",null##,857##,tt0120815##,en##,Saving Private Ryan##,"As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.##",21.758054##,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'Mutual Film Company', 'id': 762}, {'name': 'Mark Gordon Productions', 'id': 11362}]##","[{'iso_3166_1': 'US', 'name': 'United States of America'}]##",1998-07-24##,481840909##,169##,"[{'iso_639_1': 'cs', 'name': 'ДЊeskГЅ'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'FranГ§ais'}]##",Released##,The mission is a man.##,FALSE##,7.9##,5148
FALSE##,Prometheus##,130000000##,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 9648, 'name': 'Mystery'}]##",http://www.projectprometheus.com/##,70981##,tt1446714##,en##,Prometheus##,"A team of explorers discover a clue to the origins of mankind on Earth, leading them on a journey to the darkest corners of the universe. There, they must fight a terrifying battle to save the future of the human race.##",16.624854##,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Dune Entertainment', 'id': 444}, {'name': 'Scott Free Productions', 'id': 1645}, {'name': 'Brandywine Productions', 'id': 19747}]##","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]##",2012-05-30##,403170142##,124##,"[{'iso_639_1': 'gd', 'name': ''}, {'iso_639_1': 'en', 'name': 'English'}]##",Released##,The Search for Our Beginning Could Lead to Our End.##,FALSE##,6.3##,5152
FALSE##,X-Men: First Class##,160000000##,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]##",http://www.x-menfirstclassmovie.com/##,49538##,tt1270798##,en##,X-Men: First Class##,"Before Charles Xavier and Erik Lensherr took the names Professor X and Magneto, they were two young men discovering their powers for the first time. Before they were arch-enemies, they were closest of friends, working together with other mutants (some familiar, some new), to stop the greatest threat the world has ever known.##",0.738633##,"[{'name': 'Ingenious Film Partners', 'id': 289}, {'name': 'Ingenious Media', 'id': 290}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': ""Donners' Company"", 'id': 431}, {'name': 'Dune Entertainment', 'id': 444}, {'name': 'Dune Entertainment III', 'id': 6332}, {'name': 'Marvel Entertainment', 'id': 7505}, {'name': 'Bad Hat Harry Productions', 'id': 9168}, {'name': 'Big Screen Productions', 'id': 10893}]##","[{'iso_3166_1': 'US', 'name': 'United States of America'}]##",2011-05-24##,353624124##,132##,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'EspaГ±ol'}, {'iso_639_1': 'fr', 'name': 'FranГ§ais'}, {'iso_639_1': 'ru', 'name': 'P???РєРёР№'}]##",Released##,Witness the moment that will change our world.##,FALSE##,7.1##,5252
FALSE##,Fast & Furious 6##,160000000##,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]##",http://www.thefastandthefurious.com/##,82992##,tt1905041##,en##,Fast & Furious 6##,"Hobbs has Dominic and Brian reassemble their crew to take down a team of mercenaries: Dominic unexpectedly gets convoluted also facing his presumed deceased girlfriend, Letty.##",1.657637##,"[{'name': 'Universal Studios', 'id': 13}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'Original Film', 'id': 333}, {'name': 'One Race Productions', 'id': 1225}, {'name': 'Fuji Television Network', 'id': 3341}, {'name': 'Dentsu', 'id': 6452}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Etalon film', 'id': 9341}, {'name': 'F & F VI Productions A.I.E', 'id': 48499}]##","[{'iso_3166_1': 'US', 'name': 'United States of America'}]##",2013-05-06##,788679850##,130##,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'P???РєРёР№'}, {'iso_639_1': 'es', 'name': 'EspaГ±ol'}]##",Released##,All roads lead to this##,FALSE##,6.7##,5282
FALSE##,The Incredibles##,92000000##,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]##",http://disney.go.com/disneyvideos/animatedfilms/incredibles/main.html##,9806##,tt0317705##,en##,The Incredibles##,"Bob Parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. But when he receives a mysterious assignment, it's time to get back into costume.##",22.220214##,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Pixar Animation Studios', 'id': 3}]##","[{'iso_3166_1': 'US', 'name': 'United States of America'}]##",2004-11-05##,631442092##,115##,"[{'iso_639_1': 'fr', 'name': 'FranГ§ais'}, {'iso_639_1': 'en', 'name': 'English'}]##",Released##,No gut, no glory##,FALSE##,7.4##,5290
FALSE##,Pirates of the Caribbean: Dead Man's Chest##,200000000##,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]##",http://disney.go.com/disneypictures/pirates/##,58##,tt0383574##,en##,Pirates of the Caribbean: Dead Man's Chest##,"Captain Jack Sparrow works his way out of a blood debt with the ghostly Davey Jones, he also attempts to avoid eternal damnation.##",29.455314##,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Jerry Bruckheimer Films', 'id': 130}, {'name': 'Second Mate Productions', 'id': 19936}]##","[{'iso_3166_1': 'US', 'name': 'United States of America'}]##",2006-06-20##,1065659812##,151##,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'tr', 'name': 'TГјrkГ§e'}, {'iso_639_1': 'el', 'name': 'ОµО»О»О·ОЅО№ОєО¬'}, {'iso_639_1': 'zh', 'name': '??ЂљиЇќ'}]##",Released##,Jack is back!##,FALSE##,7##,5380
